E	Esq	M	Msq	N_tot
0.0	0.0	0.0	0.0	0.0
-3.2668456563464616	10.672280542389744	-0.5	0.25	1.0
-1.1092175674085127	1.2303636118476584	-0.5	0.25	1.0
-0.6180339887498936	0.3819660112501036	-0.5	0.25	1.0
0.22649147200218667	0.05129838688971731	-0.5	0.25	1.0
1.3672330522950318	1.8693262192879891	-0.5	0.25	1.0
1.6180339887498953	2.6180339887498967	-0.5	0.25	1.0
1.782338699457772	3.176731239584822	-0.5	0.25	1.0
-4.376063223754986	19.149929338300883	-1.0	1.0	2.0
-3.88487964509636	15.09228985688402	-1.0	1.0	2.0
-3.0403541843442774	9.243753566259757	-1.0	1.0	2.0
-1.8996126040514456	3.608528045471114	-1.0	1.0	2.0
-1.7272515561584134	2.983397938251661	-1.0	1.0	2.0
-1.648811667596581	2.718579915202618	-1.0	1.0	2.0
-1.4845069568886986	2.2037609050509444	-1.0	1.0	2.0
-0.882726095406329	0.7792053595113034	-1.0	1.0	2.0
-0.39154251674770846	0.15330554242112956	-1.0	1.0	2.0
0.2580154848865175	0.06657199044122473	-1.0	1.0	2.0
0.5088164213413777	0.25889415062664645	-1.0	1.0	2.0
0.6731211320492565	0.4530920584112726	-1.0	1.0	2.0
0.7491990635451367	0.5612992368169097	-1.0	1.0	2.0
1.0	1.0	-1.0	1.0	2.0
1.1643047107078774	1.355605459376554	-1.0	1.0	2.0
1.593724524297217	2.5399578593463903	-1.0	1.0	2.0
1.8445254607520807	3.4022741753626757	-1.0	1.0	2.0
2.0088301714599575	4.035398657767842	-1.0	1.0	2.0
2.985267041044926	8.911819306349129	-1.0	1.0	2.0
3.149571751752804	9.919802219439227	-1.0	1.0	2.0
3.4003726882076664	11.562534418708632	-1.0	1.0	2.0
-4.994097212504886	24.94100696794907	-1.5	2.25	3.0
-4.149571751752801	17.218945722944813	-1.5	2.25	3.0
-3.6583881730941803	13.383804025035374	-1.5	2.25	3.0
-3.008830171459959	9.053059000687766	-1.5	2.25	3.0
-2.7580292350050906	7.606725261142765	-1.5	2.25	3.0
-2.5937245242972162	6.7274069079408205	-1.5	2.25	3.0
-2.517646592801335	6.338544366244172	-1.5	2.25	3.0
-2.2668456563464687	5.138589229696852	-1.5	2.25	3.0
-2.102540945638589	4.420678428086813	-1.5	2.25	3.0
-1.6731211320492543	2.799334322509778	-1.5	2.25	3.0
-1.5007600841562265	2.252280830196604	-1.5	2.25	3.0
-1.4223201955943914	2.022994738795668	-1.5	2.25	3.0
-1.2580154848865153	1.5826029602142542	-1.5	2.25	3.0
